Entry	Entry name	Status	Protein names	Gene names
Q9LIG2	RLK6_ARATH	reviewed	Receptor-like protein kinase At3g21340 (EC 2.7.10.1) (EC 2.7.11.1) (Leucine-rich repeat receptor-like protein kinase At3g21340)	At3g21340 MHC9.2
Q9FL51	Y5694_ARATH	reviewed	Probably inactive leucine-rich repeat receptor-like protein kinase At5g06940	At5g06940 MOJ9.11
Q8H1R3	TBL24_ARATH	reviewed	Protein trichome birefringence-like 24	TBL24 At4g23790 F9D16.260
Q8RWX6	Q8RWX6_ARATH	unreviewed	Transmembrane protein-like protein	At2g46060 T3F17.29
O82362	O82362_ARATH	unreviewed	Uncharacterized protein At2g46060	At2g46060
Q8W0Z5	Q8W0Z5_ARATH	unreviewed	At2g46060/T3F17.29 (Transmembrane protein-like protein)	At2g46060 T3F17.29
F4HTM3	GCS1_ARATH	reviewed	Mannosyl-oligosaccharide glucosidase GCS1 (EC 3.2.1.106) (Alpha-glucosidase 1) (Glucosidase 1) (Protein KNOPF) (Protein MUNCHKIN)	GCS1 KNF MUC RSW At1g67490 F12B7.4 T1F15.4
Q9CA71	FUT3_ARATH	reviewed	Fucosyltransferase 3 (AtFUT3) (EC 2.4.1.-)	FUT3 At1g74420 F1M20.10
Q56YH9	Q56YH9_ARATH	unreviewed	At1g74420 (Fucosyltransferase-like protein FUT3)	At1g74420
Q570B4	KCS10_ARATH	reviewed	3-ketoacyl-CoA synthase 10 (KCS-10) (EC 2.3.1.199) (Protein FIDDLEHEAD) (Very long-chain fatty acid condensing enzyme 10) (VLCFA condensing enzyme 10)	FDH EL4 KCS10 At2g26250 T1D16.11
B9DHN1	B9DHN1_ARATH	unreviewed	AT1G41830 protein (Fragment)	At1g41830
Q93YR0	Q93YR0_ARATH	unreviewed	Uncharacterized protein At1g41830	At1g41830
Q9C8Q2	Q9C8Q2_ARATH	unreviewed	Pectinesterase, putative, 5' partial; 91413-90223 (Fragment)	T4I21.9
Q9FZG9	Q9FZG9_ARATH	unreviewed	Putative pectinesterase	F5A13.5
Q94AA9	XGD1_ARATH	reviewed	Xylogalacturonan beta-1,3-xylosyltransferase (EC 2.4.2.41) (Protein XYLOGALACTURONAN DEFICIENT 1)	XGD1 At5g33290 F19N2.10
O22775	XXT2_ARATH	reviewed	Xyloglucan 6-xylosyltransferase 2 (AtXT2) (EC 2.4.2.39) (Putative glycosyltransferase 2) (AtGT2) (EC 2.4.-.-)	XXT2 GT2 GTL5 XT2 At4g02500 T10P11.20 T14P8.23
Q9LNU1	CRSP_ARATH	reviewed	CO(2)-response secreted protease (Subtilisin-like serine protease) (AtSBT5.2) (Tripeptidyl-peptidase II) (EC 3.4.14.10)	CRSP SBT5.2 At1g20160 T20H2.6
Q94AJ5	PGLR5_ARATH	reviewed	Probable polygalacturonase At1g80170 (PG) (EC 3.2.1.15) (Pectinase At1g80170)	At1g80170 F18B13.25
Q8LC74	Q8LC74_ARATH	unreviewed	Vegetative storage protein-like	
Q9FNC4	Q9FNC4_ARATH	unreviewed	HAD superfamily, subfamily IIIB acid phosphatase (Putative vegetative storage protein) (Vegetative storage protein-like)	MRH10.13 MRH10_13 At5g44020 At5g44020/MRH10.13
P93819	MDHC1_ARATH	reviewed	Malate dehydrogenase 1, cytoplasmic (EC 1.1.1.37) (Cytosolic NAD-dependent malate dehydrogenase 1) (cNAD-MDH1) (Cytosolic malate dehydrogenase 1) (Cytosolic MDH1)	MDH1 At1g04410 F19P19.13
B9DHX4	B9DHX4_ARATH	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	At1g04410
Q593N9	Q593N9_ARATH	unreviewed	At1g04410 (Putative cytosolic malate dehydrogenase) (Fragment)	At1g04410
O81798	O81798_ARATH	unreviewed	Putative polygalacturonase (Fragment)	F8D20.180 At4g35670
B9DHF0	B9DHF0_ARATH	unreviewed	AT3G26440 protein (Transmembrane protein, putative (DUF707))	At3g26440
Q943Z7	Q943Z7_ARATH	unreviewed	AT3g26440/F20C19_16	AT3G26440.1
Q9LIN1	Q9LIN1_ARATH	unreviewed	Uncharacterized protein	
Q9S746	HTH_ARATH	reviewed	Protein HOTHEAD (Protein ADHESION OF CALYX EDGES)	HTH ACE At1g72970 F3N23.17
Q56X03	Q56X03_ARATH	unreviewed	Uncharacterized protein At1g72970	At1g72970
Q56ZG3	Q56ZG3_ARATH	unreviewed	Uncharacterized protein At1g72970	At1g72970
B3LF45	B3LF45_ARATH	unreviewed	AT4G35880 protein (At4g35880) (Eukaryotic aspartyl protease family protein)	At4g35880 F4B14.150 F4B14_150
O65625	O65625_ARATH	unreviewed	Uncharacterized protein T19K4.10	T19K4.10
Q9SZT5	Q9SZT5_ARATH	unreviewed	Uncharacterized protein AT4g35880	At4g35880
Q8LFJ9	GLIP7_ARATH	reviewed	GDSL esterase/lipase 7 (EC 3.1.1.-) (Extracellular lipase 7)	GLIP7 At5g15720 F14F8.100
Q9STT5	AB7A_ARATH	reviewed	ABC transporter A family member 7 (ABC transporter ABCA.7) (AtABCA7) (Probable ABC2 homolog 6)	ABCA7 ATH6 At3g47780 T23J7.110
Q93Z25	PLY22_ARATH	reviewed	Probable pectate lyase 22 (EC 4.2.2.2)	At5g63180 MDC12_15
Q8H7G4	Q8H7G4_ARATH	unreviewed	Uncharacterized protein (Fragment)	
Q8GY58	GUN23_ARATH	reviewed	Endoglucanase 23 (EC 3.2.1.4) (Endo-1,4-beta glucanase 23)	At4g39000 F19H22.100
A0MFC8	A0MFC8_ARATH	unreviewed	Endoglucanase (EC 3.2.1.4) (Fragment)	
Q9XIN3	Q9XIN3_ARATH	unreviewed	At2g27260/F12K2.16 (Expressed protein) (Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family)	At2g27260 F12K2.16 F12K2_16
Q9FLM4	Q9FLM4_ARATH	unreviewed	At5g41050 (Pollen Ole e 1 allergen and extensin family protein)	MEE6.12 MEE6_12 At5g41050
Q3ECP6	GDL22_ARATH	reviewed	GDSL esterase/lipase At1g54790 (EC 3.1.1.-) (Extracellular lipase At1g54790)	At1g54790 T22H22.20
Q9LEW3	AED1_ARATH	reviewed	Aspartyl protease AED1 (EC 3.4.23.-) (Apoplastic EDS1-dependent protein 1)	AED1 At5g10760 T30N20.30
Q9C510	PPA6_ARATH	reviewed	Purple acid phosphatase 6 (EC 3.1.3.2)	PAP6 At1g56360 F13N6.16 F14G9.2
Q9MAJ0	Q9MAJ0_ARATH	unreviewed	Downregulated in DIF1 18 (F27F5.27)	DD18 downregulated in DIF1 18 At1g45190 F27F5.27 F27F5_27
Q56YC3	Q56YC3_ARATH	unreviewed	Uncharacterized protein At1g51830	At1g51830
Q9C8J0	Q9C8J0_ARATH	unreviewed	Receptor protein kinase, putative, 5' partial (Fragment)	F19C24.22
Q9FZB6	Q9FZB6_ARATH	unreviewed	Leucine-rich repeat protein kinase family protein	At1g51830 T14L22.4 T14L22_4
Q9FZB5	Q9FZB5_ARATH	unreviewed	T14L22.5 protein	T14L22.5
Q588V7	TEB_ARATH	reviewed	Helicase and polymerase-containing protein TEBICHI (EC 3.6.4.-)	TEB At4g32700 F4D11.100
Q67XG0	GLB3_ARATH	reviewed	Two-on-two hemoglobin-3 (AtGLB3) (2-on-2 hemoglobin-3)	GLB3 At4g32690 F4D11.110
Q8GW72	FUCO1_ARATH	reviewed	Alpha-L-fucosidase 1 (EC 3.2.1.51) (Alpha-1,3/4-fucosidase) (AtFUC1) (Alpha-L-fucoside fucohydrolase)	FUC1 At2g28100 F24D13.11
Q8L7F9	B3GTF_ARATH	reviewed	Beta-1,3-galactosyltransferase GALT1 (EC 2.4.1.-) (Beta-1,3-galactosyltransferase 15) (Galactosyltransferase 1)	GALT1 B3GALT15 At1g26810 T24P13.20
Q8GUM0	OFT11_ARATH	reviewed	O-fucosyltransferase 11 (O-FucT-11) (EC 2.4.1.-) (O-fucosyltransferase family protein)	OFUT11 At1g38131 T18N24
Q8LNP3	OFT10_ARATH	reviewed	O-fucosyltransferase 10 (O-FucT-10) (EC 2.4.1.-) (O-fucosyltransferase family protein)	OFUT10 At1g38065 T18N24.40
Q93VQ6	Q93VQ6_ARATH	unreviewed	At1g07080/F10K1_15 (Interferon inducible-lysosomal thiol reductase) (Thioredoxin superfamily protein)	At1g07080 F10K1.21 F10K1_21
Q9LMK1	Q9LMK1_ARATH	unreviewed	F10K1.21 protein	F10K1.21
O49621	MLO1_ARATH	reviewed	MLO-like protein 1 (AtMlo1) (MLO protein homolog 1) (AtMlo-H1)	MLO1 MLO-H1 At4g02600 T10P11.12
B9DI69	B9DI69_ARATH	unreviewed	MLO-like protein (Fragment)	MLO At4g02600
C0Z315	C0Z315_ARATH	unreviewed	AT4G02600 protein	At4g02600
Q8GX25	Q8GX25_ARATH	unreviewed	At1g76250 (Transmembrane protein)	At1g76250 At1g76250/T23E18_34 T23E18.18 T23E18_18
Q9SGQ9	Q9SGQ9_ARATH	unreviewed	T23E18.18	
Q84RL1	Q84RL1_ARATH	unreviewed	Uncharacterized protein At2g38200/F16M14.13	At2g38200/F16M14.13
F4ISV9	APD4_ARATH	reviewed	E3 ubiquitin-protein ligase APD4 (EC 2.3.2.27) (Protein ABERRANT POLLEN DEVELOPMENT 4)	APD4 At2g38195 F16M14.13
B3H754	APD3_ARATH	reviewed	E3 ubiquitin-protein ligase APD3 (EC 2.3.2.27) (Protein ABERRANT POLLEN DEVELOPMENT 3)	APD3 At2g38220 F16M14.15
Q0WS06	APD1_ARATH	reviewed	E3 ubiquitin-protein ligase APD1 (EC 2.3.2.27) (Protein ABERRANT POLLEN DEVELOPMENT 1)	APD1 At2g38185 F16M14
Q9LJE4	CPNB2_ARATH	reviewed	Chaperonin 60 subunit beta 2, chloroplastic (CPN-60 beta 2)	CPN60B2 Cpn60-B(2) At3g13470 MRP15.11
P21240	CPNB1_ARATH	reviewed	Chaperonin 60 subunit beta 1, chloroplastic (CPN-60 beta 1) (60 kDa chaperonin subunit beta 1) (RuBisCO large subunit-binding protein subunit beta, chloroplastic)	CPN60B1 Cpn60-B(3) LEN1 At1g55490 T5A14.11
Q42006	Q42006_ARATH	unreviewed	Chaperonin 62.5K beta chain (Fragment)	
C0Z361	CPNB3_ARATH	reviewed	Chaperonin 60 subunit beta 3, chloroplastic (CPN-60 beta 3)	CPN60B3 Cpn60-B(1) At5g56500 MCD7.27
Q56ZP2	Q56ZP2_ARATH	unreviewed	RuBisCO subunit binding-protein beta subunit (Fragment)	At5g56500
Q9SD46	PER36_ARATH	reviewed	Peroxidase 36 (Atperox P36) (EC 1.11.1.7)	PER36 P36 At3g50990 F24M12.30
Q9SST1	Q9SST1_ARATH	unreviewed	Transmembrane protein (DUF616)	AT4G09630.1 At4g09630 T25P22.70 T25P22_70
Q84MC0	UGPI4_ARATH	reviewed	Uncharacterized GPI-anchored protein At3g06035	At3g06035 24F17.7
Q0WSE0	Q0WSE0_ARATH	unreviewed	Uncharacterized protein At3g06035	At3g06035
Q94EG4	Q94EG4_ARATH	unreviewed	AT3g56820/T8M16_150 (RmlC-type cupin)	At3g56820
Q9LES6	Q9LES6_ARATH	unreviewed	Uncharacterized protein T8M16_150	T8M16_150
Q39044	VPEB_ARATH	reviewed	Vacuolar-processing enzyme beta-isozyme (EC 3.4.22.34) (Asparaginyl endopeptidase beta-VPE) (Beta-VPE)	bVPE At1g62710 F23N19.7
Q56WT9	Q56WT9_ARATH	unreviewed	Beta-VPE	At1g62710
Q9LUJ7	PAP85_ARATH	reviewed	Vicilin-like seed storage protein At3g22640 (Globulin At3g22640)	PAP85 At3g22640 MWI23.1
Q570A8	Q570A8_ARATH	unreviewed	Glycerophosphodiesterase-like (Fragment)	At3g20520
F4JEQ1	GPDL5_ARATH	reviewed	Glycerophosphodiester phosphodiesterase GDPDL5 (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase-like 5) (ATGDPDL5) (Glycerophosphodiesterase-like 4) (Protein SHV3-LIKE 3)	GDPDL5 GDPL4 SVL3 At3g20520 K10D20
Q94F62	BAK1_ARATH	reviewed	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 (AtBAK1) (BRI1-associated receptor kinase 1) (EC 2.7.10.1) (EC 2.7.11.1) (Protein ELONGATED) (Somatic embryogenesis receptor kinase 3) (AtSERK3) (Somatic embryogenesis receptor-like kinase 3)	BAK1 ELG SERK3 At4g33430 F17M5.190
Q8LBQ8	Q8LBQ8_ARATH	unreviewed	AB hydrolase-1 domain-containing protein	
Q9C915	Q9C915_ARATH	unreviewed	Alpha/beta-Hydrolases superfamily protein (At1g74300)	At1g74300 F1O17.3 F1O17_3
Q9LE85	Q9LE85_ARATH	unreviewed	Cysteine/Histidine-rich C1 domain family protein	At4g11540 F25E4.160 F25E4_160
Q9LIN2	GDL53_ARATH	reviewed	GDSL esterase/lipase At3g26430 (EC 3.1.1.-) (Extracellular lipase At3g26430)	At3g26430 F20C19.19
Q8L4F3	Q8L4F3_ARATH	unreviewed	Uncharacterized protein At4g36440	
Q9SYY8	Q9SYY8_ARATH	unreviewed	Uncharacterized protein AT4g36440 (Uncharacterized protein C7A10.920)	C7A10.920 At4g36440
Q93Z02	Q93Z02_ARATH	unreviewed	At1g19900/F6F9_4 (Glyoxal oxidase-related protein)	At1g19900 F6F9.4 F6F9_4
Q9FXI8	Q9FXI8_ARATH	unreviewed	F6F9.4 protein	F6F9.4
Q56W64	ASPG3_ARATH	reviewed	Probable isoaspartyl peptidase/L-asparaginase 3 (EC 3.4.19.5) (L-asparagine amidohydrolase 3) [Cleaved into: Isoaspartyl peptidase/L-asparaginase 3 subunit alpha; Isoaspartyl peptidase/L-asparaginase 3 subunit beta]	At5g61540 K11J9.7
Q8LA03	Q8LA03_ARATH	unreviewed	Leucine rich repeat protein, putative	
Q94BN7	Q94BN7_ARATH	unreviewed	Uncharacterized protein At5g12940	At5g12940
Q9LXU5	Q9LXU5_ARATH	unreviewed	Leucine-rich repeat (LRR) family protein (Putative leucine rich repeat protein)	At5g12940 T24H18.110 T24H18_110
F4HV09	BBE14_ARATH	reviewed	Berberine bridge enzyme-like 14 (AtBBE-like 14) (EC 1.1.1.-)	At1g34575 F12K21.9
O65472	CRK12_ARATH	reviewed	Putative cysteine-rich receptor-like protein kinase 12 (Cysteine-rich RLK12) (EC 2.7.11.-)	CRK12 At4g23200 F21P8.90
Q38990	Q38990_ARATH	unreviewed	Protein Kinase catalytic domain (Fragment)	AK3
Q9ZUP5	Q9ZUP5_ARATH	unreviewed	O-Glycosyl hydrolases family 17 protein (Putative beta-1,3-glucanase)	At2g19440 F27F23.28
Q9S841	PSBO2_ARATH	reviewed	Oxygen-evolving enhancer protein 1-2, chloroplastic (OEE1) (33 kDa subunit of oxygen evolving system of photosystem II) (33 kDa thylakoid membrane protein) (Manganese-stabilizing protein 2) (MSP-2) (OEC 33 kDa subunit)	PSBO2 At3g50820 F18B3.100
P23321	PSBO1_ARATH	reviewed	Oxygen-evolving enhancer protein 1-1, chloroplastic (OEE1) (33 kDa subunit of oxygen evolving system of photosystem II) (33 kDa thylakoid membrane protein) (Manganese-stabilizing protein 1) (MSP-1) (OEC 33 kDa subunit)	PSBO1 PSBO At5g66570 K1F13.25
Q8GZ99	Q8GZ99_ARATH	unreviewed	At5g49760 (Leucine-rich repeat protein kinase family protein) (Leucine-rich repeat receptor-like protein kinase) (Putative receptor protein kinase)	LRR-RLK At5g49760 At5g49760/K2I5_13 K2I5.13 K2I5_13
Q9LT97	Q9LT97_ARATH	unreviewed	Receptor protein kinase-like	
Q8GYW9	PMT4_ARATH	reviewed	Probable methyltransferase PMT4 (EC 2.1.1.-)	At1g13860 F16A14.2 F16A14.7
Q8S9J5	Q8S9J5_ARATH	unreviewed	At1g11170/T28P6_16 (Lysine ketoglutarate reductase trans-splicing-like protein) (Lysine ketoglutarate reductase trans-splicing-like protein (DUF707))	AT1G11170.1 At1g11170 T28P6.16 T28P6_16
Q9SXA4	Q9SXA4_ARATH	unreviewed	T28P6.16 protein	T28P6.16
O81751	O81751_ARATH	unreviewed	Uncharacterized protein AT4g33830 (Uncharacterized protein F17I5.20)	F17I5.20 At4g33830
A0A1P8B8F8	XYN5_ARATH	reviewed	Endo-1,4-beta-xylanase 5 (AtXyn5) (Xylan endohydrolase 5) (Xylanase 5) (EC 3.2.1.8)	XYN5 At4g33810 T16L1.300
Q66GI5	Q66GI5_ARATH	unreviewed	At1g12570 (Glucose-methanol-choline (GMC) oxidoreductase family protein)	At1g12570 F5O11.31 F5O11_31
Q8VYV8	Q8VYV8_ARATH	unreviewed	At1g12570/T12C24_9	
Q9LN87	Q9LN87_ARATH	unreviewed	T12C24.11	
Q9LN93	Q9LN93_ARATH	unreviewed	F5O11.31	
Q93ZE7	Q93ZE7_ARATH	unreviewed	AT3g52500/F22O6_120	
Q940U1	Q940U1_ARATH	unreviewed	AT3g52500/F22O6_120	
Q9SVD1	Q9SVD1_ARATH	unreviewed	At3g52500 (Eukaryotic aspartyl protease family protein)	F22O6_120 At3g52500
Q9SU81	Q9SU81_ARATH	unreviewed	Alkaline-phosphatase-like family protein (Nucleotide pyrophosphatase-like protein) (EC 3.6.1.9) (Putative nucleotide pyrophosphatase)	At4g29700 T16L4.210 T16L4_210
Q8GYR5	Q8GYR5_ARATH	unreviewed	Putative receptor kinase	At5g41180/MEE6_25
Q9FLL2	Q9FLL2_ARATH	unreviewed	Leucine-rich repeat receptor-like protein kinase (Leucine-rich repeat transmembrane protein kinase family protein) (Receptor kinase-like protein)	MEE6.25 LRR-RLK MEE6_25 At5g41180
Q9FJW2	Q9FJW2_ARATH	unreviewed	Emb|CAB66922.1 (Transmembrane protein (DUF2215))	At5g67610 At5g67610/K9I9_18 K9I9.18 K9I9_18
C0Z337	C0Z337_ARATH	unreviewed	AT5G67610 protein	At5g67610
Q9FHK7	Y5516_ARATH	reviewed	Probable leucine-rich repeat receptor-like protein kinase At5g05160 (EC 2.7.11.-)	At5g05160 K2A11.3
Q94JT5	CYL2_ARATH	reviewed	Cyclase-like protein 2	CYCLASE2 At4g35220 F23E12.220
A0ME53	A0ME53_ARATH	unreviewed	Uncharacterized protein (Fragment)	
Q9SRX5	Q9SRX5_ARATH	unreviewed	F22D16.19 protein	F22D16.19 At1g02816
Q94KT8	COBRA_ARATH	reviewed	Protein COBRA (Cell expansion protein)	COB At5g60920 MSL3.40
Q84WJ3	Q84WJ3_ARATH	unreviewed	At4g29690 (Nucleotide pyrophosphatase-like protein)	At4g29690
Q9SU82	Q9SU82_ARATH	unreviewed	Alkaline-phosphatase-like family protein (Nucleotide pyrophosphatase-like protein) (EC 3.6.1.9)	At4g29690 T16L4.200 T16L4_200
Q9M8T0	Y3288_ARATH	reviewed	Probable inactive receptor kinase At3g02880	At3g02880 F13E7.17
C0LGM6	C0LGM6_ARATH	unreviewed	Leucine-rich repeat receptor-like protein kinase (Fragment)	LRR-RLK At3g02880
Q9FMD7	Y5659_ARATH	reviewed	Probable inactive receptor kinase At5g16590	At5g16590 MTG13.3
C0LGT4	C0LGT4_ARATH	unreviewed	Leucine-rich repeat receptor-like protein kinase (Fragment)	LRR-RLK At5g16590
Q8L7H3	XTH29_ARATH	reviewed	Probable xyloglucan endotransglucosylase/hydrolase protein 29 (At-XTH29) (XTH-29) (EC 2.4.1.207)	XTH29 XTR13 At4g18990 F13C5.160
Q8GXT7	P4H12_ARATH	reviewed	Probable prolyl 4-hydroxylase 12 (AtP4H12) (EC 1.14.11.2)	P4H12 At4g25600 M7J2.30
Q9C5N8	GDL20_ARATH	reviewed	GDSL esterase/lipase At1g54020 (EC 3.1.1.-) (Extracellular lipase At1g54020)	At1g54020 F15I1.10
Q9FIZ3	GSO2_ARATH	reviewed	LRR receptor-like serine/threonine-protein kinase GSO2 (EC 2.7.11.1) (Protein EMBRYO SAC DEVELOPMENT ARREST 23) (Protein GASSHO 2)	GSO2 EDA23 At5g44700 K23L20.3
C0LGU4	C0LGU4_ARATH	unreviewed	Leucine-rich repeat receptor-like protein kinase	LRR-RLK At5g44700
Q6NLV9	Q6NLV9_ARATH	unreviewed	Sulfotransferase (EC 2.8.2.-)	At3g50620
Q9SCR3	Q9SCR3_ARATH	unreviewed	Sulfotransferase (EC 2.8.2.-)	T20E23_220
Q9SA86	BBE9_ARATH	reviewed	Berberine bridge enzyme-like 9 (AtBBE-like 9) (EC 1.1.1.-)	At1g30710 T5I8.16
Q56YF0	Q56YF0_ARATH	unreviewed	Uncharacterized protein At3g26950	At3g26950
Q6NQ93	Q6NQ93_ARATH	unreviewed	At3g26950 (Transmembrane protein)	At3g26950
Q9LSE0	Q9LSE0_ARATH	unreviewed	Uncharacterized protein	
P42699	PLAS2_ARATH	reviewed	Plastocyanin major isoform, chloroplastic (DNA-damage-repair/toleration protein DRT112)	DRT112 At1g20340 F14O10.6 F14O10_4 K3F10TP
Q9LT78	RD21C_ARATH	reviewed	Probable cysteine protease RD21C (EC 3.4.22.-)	RD21C At3g19390 MLD14.12
Q93ZN3	Q93ZN3_ARATH	unreviewed	AT4g17070/dl4565c (Peptidyl-prolyl cis-trans isomerase)	At4g17070 Dl4565c FCAALL.192
O23551	O23551_ARATH	unreviewed	Uncharacterized protein AT4g17070 (Uncharacterized protein dl4565c)	dl4565c At4g17070
Q66GP7	Q66GP7_ARATH	unreviewed	At1g13130 (Cellulase (Glycosyl hydrolase family 5) protein)	At1g13130 F3F19.15 F3F19_15
Q9SAE6	Q9SAE6_ARATH	unreviewed	F3F19.15	F3F19.15
Q9SMR9	Q9SMR9_ARATH	unreviewed	Cell wall integrity/stress response component-like protein	At4g39840 T5J17.10 T5J17_10
Q4V3B8	SIPL3_ARATH	reviewed	Signal peptide peptidase-like 3 (AtSPPL3) (EC 3.4.23.-)	SPPL3 At2g43070 F14B2 MLF8
Q9LTD0	Q9LTD0_ARATH	unreviewed	HR-like lesion-inducing protein (HR-like lesion-inducing protein-like protein)	At3g23180
Q0WKY1	Q0WKY1_ARATH	unreviewed	Wall-associated kinase like protein	At1g66880
F4HQ17	LRL14_ARATH	reviewed	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-1.4)	LRK10L-1.4 At1g66880 F4N21.1 T4O24.5
Q9SRL7	RLP35_ARATH	reviewed	Receptor-like protein 35 (AtRLP35)	RLP35 At3g11080 F11B9.4 F9F8.11
Q9FX99	Y1497_ARATH	reviewed	Probable receptor-like protein kinase At1g49730 (EC 2.7.11.1)	At1g49730 F14J22.6
Q9LFH7	Q9LFH7_ARATH	unreviewed	Peptide upstream protein	F4P12_100 At3g53400
Q84R18	Q84R18_ARATH	unreviewed	Putative glycosyl hydrolase family 17 protein (Beta-1,3-glucanase bg3) (Fragment)	At3g57240
F4J270	BG3_ARATH	reviewed	Probable glucan endo-1,3-beta-glucosidase BG3 (EC 3.2.1.39) (Beta-1,3-glucanase 3) (AtBG3)	BG3 At3g57240 F28O9.90
Q6IWB1	CLE43_ARATH	reviewed	CLAVATA3/ESR (CLE)-related protein 43 [Cleaved into: CLE43p]	CLE43 At1g25425 F2J7
O82122	VSP2_ARATH	reviewed	Vegetative storage protein 2	VSP2 At5g24770 T4C12.50
Q8LF68	Q8LF68_ARATH	unreviewed	Vegetative storage protein Vsp2	
O49195	VSP1_ARATH	reviewed	Vegetative storage protein 1	VSP1 At5g24780 T4C12
B3H5J6	B3H5J6_ARATH	unreviewed	Vegetative storage protein 1	VSP1 ATVSP1 VEGETATIVE STORAGE PROTEIN 1 vegetative storage protein 1 At5g24780 T4C12.50
O22925	VSR2_ARATH	reviewed	Vacuolar-sorting receptor 2 (AtVSR2) (BP80-like protein c) (AtBP80c) (Epidermal growth factor receptor-like protein 4) (AtELP4)	VSR2 BP80C ELP4 At2g30290 T9D9.10
O81755	PER48_ARATH	reviewed	Putative Peroxidase 48 (Atperox P48) (EC 1.11.1.7)	PER48 P48 At4g33870 F17I5.60
O22862	PER26_ARATH	reviewed	Probable peroxidase 26 (Atperox P26) (EC 1.11.1.7) (ATP50)	PER26 P26 At2g43480 T1O24.22
Q9XIE2	AB36G_ARATH	reviewed	ABC transporter G family member 36 (ABC transporter ABCG.36) (AtABCG36) (Pleiotropic drug resistance protein 8) (Protein PENETRATION 3)	ABCG36 PDR8 PEN3 At1g59870 F23H11.19
Q0WM82	Q0WM82_ARATH	unreviewed	Putative ABC transporter	At1g59870
Q8LD86	Q8LD86_ARATH	unreviewed	PMEI domain-containing protein	
Q9FJR6	Q9FJR6_ARATH	unreviewed	At5g46950 (Plant invertase/pectin methylesterase inhibitor superfamily protein)	MQD22.9 MQD22_9 At5g46950
Q8GYU5	Q8GYU5_ARATH	unreviewed	At1g61240 (Lysine ketoglutarate reductase trans-splicing-like protein) (Lysine ketoglutarate reductase trans-splicing-like protein (DUF707))	AT1G61240.1 At1g61240 At1g61240/F11P17_22 F11P17.21 F11P17_21
Q8H767	Q8H767_ARATH	unreviewed	Lysine ketoglutarate reductase trans-splicing related 1	
Q9ZVF7	ESMD1_ARATH	reviewed	Protein ESMERALDA 1 (EC 2.4.1.-) (O-fucosyltransferase 17) (O-FucT-17) (O-fucosyltransferase family protein)	ESMD1 OFUT17 At2g01480 F2I9.10
Q42534	PME2_ARATH	reviewed	Pectinesterase 2 (PE 2) (EC 3.1.1.11) (Pectin methylesterase 2) (AtPME2)	PME2 ARATH8 At1g53830 T18A20.6
Q8LFZ2	Q8LFZ2_ARATH	unreviewed	Uncharacterized protein	
Q9FX03	Q9FX03_ARATH	unreviewed	At1g47310 (Signal peptidase I) (T3F24.7 protein)	At1g47310 T3F24.7 T3F24_7
Q9SUS9	RDL5_ARATH	reviewed	Probable cysteine protease RDL5 (EC 3.4.22.-) (Cysteine protease 2) (AtCP2) (Probable cysteine proteinase At4g11320) (RD21A-like protease 5)	RDL5 CP2 At4g11320 F8L21.110
Q9SUT0	RDL4_ARATH	reviewed	Probable cysteine protease RDL4 (EC 3.4.22.-) (Cysteine protease 1) (AtCP1) (Probable cysteine proteinase At4g11310) (RD21A-like protease 4)	RDL4 CP1 At4g11310 F8L21.100
P45434	SSRA_ARATH	reviewed	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	At2g21160 F26H11.8
Q5M727	Q5M727_ARATH	unreviewed	At2g21160	
Q8LC49	Q8LC49_ARATH	unreviewed	Putative signal sequence receptor, alpha subunit (SSR-alpha)	
Q9LRU1	Q9LRU1_ARATH	unreviewed	ECA1 gametogenesis family protein (DUF784)	At3g30247
O64825	LYK4_ARATH	reviewed	LysM domain receptor-like kinase 4 (LysM-containing receptor-like kinase 4) (EC 2.7.11.1)	LYK4 At2g23770 F27L4.5
Q9SVX6	Q9SVX6_ARATH	unreviewed	Glyoxal oxidase-related protein	F15B8.190 At3g57620
Q93VX3	Q93VX3_ARATH	unreviewed	AT4g30210/F9N11_60	
Q9SUM3	NCPR2_ARATH	reviewed	NADPH--cytochrome P450 reductase 2 (CPR 2) (P450R 2) (EC 1.6.2.4)	ATR2 AR2 At4g30210 F9N11.60
Q56ZI4	Q56ZI4_ARATH	unreviewed	Glycerophosphodiesterase-like (Fragment)	At5g58170
Q9LVN0	GPDL7_ARATH	reviewed	Glycerophosphodiester phosphodiesterase GDPDL7 (EC 3.1.4.46) (Glycerophosphodiester phosphodiesterase-like 7) (ATGDPDL7) (Glycerophosphodiesterase-like 6) (Protein SHV3-LIKE 5)	GDPDL7 GDPL6 SVL5 At5g58170 MCK7.4
Q9SN46	LRX5_ARATH	reviewed	Leucine-rich repeat extensin-like protein 5 (AtLRX5) (LRR/EXTENSIN5) (Cell wall hydroxyproline-rich glycoprotein)	LRX5 At4g18670 F28A21.80
